monument_id,asi_name,qid,style,architect,coord,match_method,match_score
ASI-00017,Sculptures of various Hindu deities carved Kurisarai Gaya on the northern -eastern faces of some rocks of Kauwadol Hill.,,,,,no_candidates,0
ASI-00018,Sculptures of four Hindu deities one on Kurisarai Gaya each side of an oblong isolated boulder to the east of the Kauwadol Hill.,,,,,no_candidates,0
ASI-00019,The whole of the ancient ruins on which Kurisarai Gaya there are a colossal statute of Buddha,,,,,no_candidates,0
ASI-00020,The area generally known as ‘Garh’ Kurkihar Gaya,,,,,no_candidates,0
ASI-00021,Gopi Cave Barabar and Jehanabad Nagarjuni hills,,,,,no_candidates,0
ASI-00022,"Karan Chaupar Cave Barabar and Jehanabad Nagarjuni hills,",,,,,no_candidates,0
ASI-00023,Vadathika Cave Barabar and Jehanabad Nagarjuni hils,,,,,no_candidates,0
ASI-00024,"Lomas Rishi Cave Barabar and Jehanabad Nagarjuni hils,",,,,,no_candidates,0
ASI-00025,Sudama Cave Barabar and Jehanabad Nagarjuni hils,,,,,no_candidates,0
ASI-00026,"Vapiyaka Cave Barabar and Jehanabad Nagarjuni hils,",,,,,no_candidates,0
ASI-00027,"Visva Jhopa Cave Barabar and Jehanabad Nagarjuni hils,",,,,,no_candidates,0
ASI-00028,Ancient Buddhistic image and sculptures Ghejan Jehanabad collected underneath a shed,,,,,no_candidates,0
ASI-00029,Ancient monolithic pillar known as Lat Lat Jehanabad,,,,,no_candidates,0
ASI-00030,Tomb of Bakhtiar Khan Malik Sarai Kaimur,,,,,no_candidates,0
ASI-00031,Temple of Mundeswari Devi Paura Kaimur,,,,,no_candidates,0
ASI-00032,Kanhaiya ji ka mandir Bandarjhula Kishanganj,,,,,no_candidates,0
ASI-00033,Remains of ancient fort or Pachrukhi Garh Balirajgarh Madhubani locally known as Raja Bali Ka Garh,,,,,no_candidates,0
ASI-00034,Asokan Column Kolhua Muzaffarpur,,,,,no_candidates,0
ASI-00035,Ancient mound Bargaon Nalanda,,,,,no_candidates,0
ASI-00036,Tomb of Malik Ibrahim Bayu Bihar Sharif Nalanda,,,,,no_candidates,0
ASI-00037,Ancient remains known as Garh Ghorakatora Nalanda,,,,,no_candidates,0
ASI-00038,Statue of Buddha Jagdishpur Nalanda,,,,,low_confidence,22.22222222
ASI-00039,All mounds,,,,,no_candidates,0
ASI-00040,All ancient structures and other Rajgir Nalanda monuments,,,,,low_confidence,32.09876543
ASI-00041,All ancient structures and all artificial Rajgir Nalanda ancient remains which are situated within a distance of half a mile of the said two ancient cities known as old and new Rajgriha,,,,,no_candidates,0
ASI-00042,Walls of the two ancient cities known as Rajgir Nalanda old and new Rajgriha,,,,,low_confidence,20.2247191
ASI-00043,The grove known as “Bulandibagh” Bulandipur Patna,,,,,no_candidates,0
ASI-00044,The mound or stupa known as “Chhoti Chhoti Pahari Patna Paharai”,,,,,no_candidates,0
ASI-00045,Sculpture and Images Datiana Patna,,,,,no_candidates,0
ASI-00046,Supposed site of the Palace of Asoka Kumrahar Patna,,,,,no_candidates,0
ASI-00047,Tomb of Shah Makhadum Daulat Maneri Maner Patna and Ibrahim Khan,,,,,no_candidates,0
ASI-00048,Tank Maner Patna,,,,,no_candidates,0
ASI-00049,Ancient Mound and ruined brick walls Maner Patna together with adjucent land comprising part of survey plot No. 608 & 611,,,,,no_candidates,0
ASI-00050,Ancient Mound and ruined brick walls Maner Patna together with adjucent land comprising of survey plot No. 399,,,,,no_candidates,0
ASI-00051,Mounds known as the five stupas or Paharidih Patna ”Panch Pahari”,,,,,no_candidates,0
ASI-00052,(i) Ablution Tank,,,,,no_candidates,0
ASI-00053,Remains of wooden foundations and Sandalpur Patna ancient Mauryan walls,,,,,no_candidates,0
ASI-00054,Ashokan inscription on the Chandan Ashikpur Rohtas Shahid hill,,,,,no_candidates,0
ASI-00055,Rohtasgarh fort Rohtasgarh Rohtas,,,,,no_candidates,0
ASI-00056,Tomb of Hasan Shah Suri Sasaram Rohtas,,,,,no_candidates,0
ASI-00057,Tomb of Sher Shah Suri Sasaram Rohtas,,,,,no_candidates,0
ASI-00058,Three rock inscriptions (Adjacent to Tara Sasaram Rohtas 13 Sl.No. Name of the Monument / Site Locality District Chandi temple),,,,,no_candidates,0
ASI-00059,Remains of Ancient city Manjhi Saran,,,,,no_candidates,0
ASI-00060,Ancestral Houseof Jiradei Siwan Dr. Rajendra Prasad,,,,,no_candidates,0
ASI-00061,Jami mosque Hajipur Vaishali,,,,,no_candidates,0
ASI-00062,Relic Stupa Harpur Basant Vaishali (Vaishali),,,,,no_candidates,0
ASI-00063,Raja Vishal ka Garh Vaishali Vaishali,,,,,no_candidates,0
ASI-00064,Ruined fortress,,,,,no_candidates,0
ASI-00065,Asoka column Lauriya West Nandangarh Champaran,,,,,no_candidates,0
ASI-00066,Vedic burial mounds Lauriya West Nandangarh Champaran,,,,,no_candidates,0
ASI-00067,Ruined fortress at Nandangarh and the Marhia West rampart of the fort Champaran,,,,,no_candidates,0
ASI-00068,Vedic burial mounds Marhia West Champaran,,,,,no_candidates,0
ASI-00069,Vedic burial mounds Pakri West Champaran,,,,,no_candidates,0
ASI-00070,Ashoka column Rampurwa West Champaran 14,,,,,no_candidates,0
ASI-00005,List of Centrally protected Monuments / Sites under the jurisdiction of Chhattisgarh (Raipur Circle) Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00001,The temple of Mahadeo including the Narainpur Balodabazar math of Bairagi and Mandap Bhatapara,,,,,no_candidates,0
ASI-00002,The temple belonging to Mahant Laldass Narainpur Balodabazar of Sheorinarayan Bhatapara,,,,,no_candidates,0
ASI-00003,Mahadeo Temple Bastar Bastar Jagdalpur,,,,,no_candidates,0
ASI-00004,Narayan Temple Narainpal Bastar Jagdalpur,,,,,no_candidates,0
ASI-00005,Old temple of Sita Devi and Sati pillar Deorbijla Bemetara,,,,,no_candidates,0
ASI-00006,Ardhanariswara Image Bhairam Deo Gudi Bijapur,,,,,no_candidates,0
ASI-00007,Ajmergarh fort Amanala Bilaspur,,,,,no_candidates,0
ASI-00008,Temple Belpan Bilaspur,,,,,no_candidates,0
ASI-00009,Temple (Ruined) Gatora Bilaspur,,,,,no_candidates,0
ASI-00010,Malhar Fort Malhar Bilaspur,,,,,no_candidates,0
ASI-00011,Patalesvara Mahadeva temple including Malhar Bilaspur all ancient remains of other temples close by,,,,,no_candidates,0
ASI-00012,Kanthi Dewal Temple Ratanpur Bilaspur,,,,,no_candidates,0
ASI-00013,The (fine) doorway built into the ruined Ratanpur Bilaspur wall beside the north gateway to the fort and the carved stones and images lying about within the boundaries of the village,,,,,no_candidates,0
ASI-00014,Old ruined sand stone temple Deo-Baloda Durg,,,,,no_candidates,0
ASI-00015,Group of temples known as the Rajiva- Rajim Gariaband Lochana or Rajim Temples,,,,,no_candidates,0
ASI-00016,Sita Baree Rajim Gariaband,,,,,no_candidates,0
ASI-00017,Temple of Ramchandra Rajim Gariaband,,,,,no_candidates,0
ASI-00018,Arbhar temple Arbhar Janjgir Champa,,,,,no_candidates,0
ASI-00019,Kashigarh fort Bawanbadi Janjgir Champa,,,,,no_candidates,0
